Striped Shared Memory,41-44,3d_27pt,8,8,8,10648,SPMV,num_threads = 1024, num_blocks = theoretical maximum
0.04512
0.034816
0.033792
0.032896
0.032864
0.033792
0.032768
0.033792
0.034688
0.032768
