Striped Warp Reduction (8x physical cores occupied),41-44,3d_27pt,24,24,24,13824,Dot,vanilla_version
0.016832
0.016384
0.01536
0.015232
0.01536
0.014432
0.014336
0.014336
0.014336
0.01536
