Striped Warp Reduction (8x physical cores occupied),41-44,3d_27pt,32,32,32,32768,Dot,vanilla_version
0.02768
0.026624
0.026624
0.026528
0.0256
0.025696
0.026592
0.026528
0.02656
0.0256
