Striped Warp Reduction (8x physical cores occupied),41-44,3d_27pt,128,64,64,524288,Dot,vanilla_version
0.036928
0.033792
0.034816
0.03472
0.033792
0.034816
0.033856
0.033792
0.033792
0.033792
