Striped Warp Reduction (8x physical cores occupied),41-44,3d_27pt,8,8,8,512,Dot,vanilla_version
0.013952
0.011264
0.01024
0.011264
0.011264
0.011264
0.011264
0.011264
0.011264
0.01024
