Striped Shared Memory,41-44,3d_27pt,8,8,8,10648,SPMV,num_threads = 1024, num_blocks = theoretical maximum
0.036096
0.033792
0.0328
0.033792
0.033792
0.032768
0.032768
0.0328
0.032768
0.032768
