CuPy 2 iterations (lsmr),41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 315.0374402000781
3.123199939727783
2.8979198932647705
2.879487991333008
2.870271921157837
2.879487991333008
2.919424057006836
2.933759927749634
2.9265921115875244
2.8446719646453857
2.841599941253662
