CuPy 2 iterations (lsmr),41-44,3d_27pt,128,64,64,13790200,SymGS,L2 Norm: 962.278021576542
5.040095806121826
4.736000061035156
4.710400104522705
4.701183795928955
4.731904029846191
4.702208042144775
4.686848163604736
4.734975814819336
4.740096092224121
4.727903842926025
