CuPy 2 iterations (gmres),41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 4.444390143786997e-13
8.253439903259277
5.343135833740234
5.31660795211792
5.323775768280029
5.347328186035156
5.370880126953125
5.406720161437988
5.322751998901367
5.288959980010986
5.278719902038574
