CuPy 2 iterations (lsmr),41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 230.31659650001305
3.0852479934692383
2.854912042617798
2.8323841094970703
2.850816011428833
2.8743679523468018
2.8641281127929688
2.7996160984039307
2.80678391456604
2.8007678985595703
2.8088319301605225
