CuPy 2 iterations (minres),41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 36.17745518907186
177.64044189453125
1.8995200395584106
1.82259202003479
1.908735990524292
1.8309119939804077
1.85862398147583
1.8227200508117676
1.814527988433838
1.8216960430145264
1.8187199831008911
