CuPy 2 iterations (gmres),41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 2.628464803181747
5.305344104766846
4.9008002281188965
4.915200233459473
4.97049617767334
4.982783794403076
4.91107177734375
4.905983924865723
4.891647815704346
4.899839878082275
4.9541120529174805
