Striped Box coloring (coloringBox: 12x12x12),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 32.9401
26.838
26.7796
26.7858
26.9558
26.9639
26.8636
26.8452
26.9086
27.0367
26.9599
