Striped Box coloring (coloringBox: 12x12x12),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 694.667
44.2899
44.4192
44.4276
44.5015
44.5334
44.4206
44.4886
44.5789
44.4531
44.5009
