Striped Box coloring (coloringBox: 12x12x12),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 484.597
44.2478
44.2208
44.2274
44.2597
44.2751
44.2283
44.2125
44.2378
44.3016
44.2915
