Striped Box coloring (coloringBox: 11x11x11),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 165.752
30.9788
30.8272
30.8755
30.8082
30.8652
30.9104
30.9149
30.8585
30.9092
30.8798
