Striped Box coloring (coloringBox: 10x10x10),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 700.579
25.8194
25.8983
25.8924
25.916
25.9191
25.8241
25.8317
25.8257
25.8122
25.8361
