Striped Box coloring (coloringBox: 10x10x10),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 488.398
25.7524
25.713
25.7251
25.7184
25.7532
25.7041
25.7152
25.7368
25.7306
25.7439
