Striped Box coloring (coloringBox: 13x13x13),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 165.785
44.8025
44.723
44.8141
44.6799
44.6673
44.7911
44.8739
44.8552
44.7024
44.6988
