Striped Box coloring (coloringBox: 11x11x11),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 998.367
34.2082
34.5949
34.4861
34.672
34.5911
34.625
34.5896
34.6709
34.6705
34.6922
