Striped Box coloring (coloringBox: 13x13x13),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 690.047
56.2159
56.388
56.4549
56.5217
56.4585
56.5435
56.4308
56.4019
56.4451
56.5355
