Striped Box coloring (coloringBox: 12x12x12),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 996.513
44.4223
44.7916
44.6802
44.5743
44.6329
44.746
44.7448
44.7275
44.7514
44.7804
