Striped Box coloring (coloringBox: 14x14x14),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 32.9401
41.8724
42.0577
42.0156
41.812
41.8262
41.8642
41.898
41.9267
41.7976
41.774
