Striped Box coloring (coloringBox: 10x10x10),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1004.64
27.9904
28.2579
27.5686
26.0733
26.0588
25.973
26.0101
25.9913
26.0369
25.9636
