Striped Box coloring (coloringBox: 11x11x11),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 485.69
34.0984
34.0635
34.1629
34.1249
34.1484
34.1235
34.1873
34.1418
34.1497
34.2392
