Striped Box coloring (coloringBox: 13x13x13),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 32.9401
33.7121
33.878
33.883
33.8657
33.75
33.7531
33.879
33.8656
33.8288
33.8985
