Striped Box coloring (coloringBox: 12x12x12),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 165.77
37.4055
37.1719
37.1464
37.0998
37.1479
37.1349
37.1139
37.0919
37.1116
37.1297
