Striped Box coloring (coloringBox: 11x11x11),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 695.752
34.318
34.3904
34.3025
34.4145
34.3716
34.3127
34.3618
34.3653
34.3915
34.3285
