Striped Box coloring (coloringBox: 9x9x9),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 65.5502
13.5096
13.5578
13.5025
13.5373
13.5854
13.5762
13.5608
13.5741
13.612
13.5485
