Striped Box coloring (coloringBox: 9x9x9),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 694.061
19.8108
20.2856
20.3068
20.3002
20.5023
20.4333
19.631
18.94
18.9026
18.9136
