Striped Box coloring (coloringBox: 13x13x13),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 481.796
56.1514
56.0854
56.1329
56.1576
56.3076
56.3526
56.2526
56.2195
56.2936
56.2971
