Striped Box coloring (coloringBox: 10x10x10),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 32.9401
16.2559
16.3256
16.3103
16.34
16.3154
16.3062
16.4014
16.4116
16.4014
16.4188
