Striped Box coloring (coloringBox: 9x9x9),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 995.802
20.2139
20.6216
20.721
20.7438
20.7767
20.9284
20.7592
20.7827
20.7577
20.7871
