Banded Warp Reduction (8 cooperating threads),41-44,3d_27pt,128,64,64,13790200,SPMV,vanilla_version
0.196384
0.18848
0.189408
0.188352
0.18944
0.188416
0.188416
0.188416
0.188416
0.18944
