Banded Warp Reduction (8 cooperating threads),41-44,3d_27pt,128,128,64,27725560,SPMV,vanilla_version
0.368992
0.352256
0.350208
0.350208
0.351232
0.35136
0.351232
0.350208
0.351232
0.351296
