Striped Warp Reduction,25,3d_27pt,64,64,64,6859000,Dot,vanilla_version_RR Norm: 0.341176
0.035168
0.031744
0.03072
0.029696
0.029696
0.03072
0.029696
0.029696
0.029696
0.029696
