Striped Warp Reduction,25,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.473484
3609.88
3589.26
3589.3
3589.25
3589.31
3589.25
3589.31
3589.24
3589.12
3589.53
