Striped Warp Reduction,25,3d_27pt,128,128,128,55742968,Dot,vanilla_version_RR Norm: 0.473484
0.064512
0.059392
0.06144
0.059392
0.06144
0.059392
0.058368
0.057344
0.057344
0.05632
