Striped Warp Reduction,25,3d_27pt,32,32,32,830584,Dot,vanilla_version_RR Norm: 0.238672
0.034432
0.03072
0.031744
0.029696
0.031744
0.032768
0.031744
0.032768
0.032768
0.031744
