Striped Warp Reduction,25,3d_27pt,128,64,64,13790200,WAXPBY,vanilla_version_RR Norm: 0.375064
0.021536
0.02064
0.023872
0.022336
0.021952
0.018432
0.017472
0.017536
0.01824
0.018944
