Striped Warp Reduction,25,3d_27pt,128,128,128,55742968,WAXPBY,vanilla_version_RR Norm: 0.473484
0.055296
0.05216
0.055168
0.054208
0.05136
0.050176
0.050112
0.051168
0.050912
0.050464
