Striped Warp Reduction,25,3d_27pt,24,24,24,343000,Dot,vanilla_version_RR Norm: 0.209858
0.019936
0.018432
0.018432
0.018432
0.018432
0.018432
0.018432
0.018432
0.018432
0.017408
