Striped Warp Reduction,25,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.187864
0.702464
0.69632
0.69632
0.697344
0.697344
0.697344
0.697344
0.697344
0.69632
0.697344
