Striped Box coloring,25,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.108911
2.05072
2.05878
2.06637
2.08458
2.04582
2.04365
2.04406
2.05558
2.04944
2.04387
