Striped Warp Reduction,25,3d_27pt,24,24,24,343000,WAXPBY,vanilla_version_RR Norm: 0.209858
0.018304
0.018528
0.018816
0.018208
0.017728
0.018528
0.018656
0.018784
0.018496
0.018272
