Striped Box coloring,25,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_RR Norm: 0.511224
83.5171
83.4943
83.4767
83.6141
83.4106
83.4611
83.5215
83.4227
83.4371
83.4883
