Striped Warp Reduction,25,3d_27pt,64,64,64,6859000,SPMV,vanilla_version_RR Norm: 0.341176
0.074176
0.063488
0.06656
0.064512
0.064512
0.063488
0.063488
0.062464
0.062464
0.062464
