Striped Warp Reduction,25,3d_27pt,256,128,128,111777784,Dot,vanilla_version_RR Norm: 0.511717
0.102688
0.095232
0.094208
0.095232
0.09728
0.095232
0.095232
0.094208
0.096256
0.09728
