Striped Warp Reduction,25,3d_27pt,128,128,64,27725560,WAXPBY,vanilla_version_RR Norm: 0.418618
0.034816
0.028544
0.024064
0.02016
0.02288
0.021152
0.020608
0.020832
0.020736
0.021728
