Striped Warp Reduction,25,3d_27pt,128,64,64,13790200,SPMV,vanilla_version_RR Norm: 0.375064
0.122624
0.110592
0.109568
0.110592
0.109568
0.109568
0.109568
0.108544
0.109568
0.109568
