Striped Warp Reduction,25,3d_27pt,128,128,64,27725560,SPMV,vanilla_version_RR Norm: 0.418618
0.230304
0.200704
0.19968
0.201728
0.19968
0.19968
0.19968
0.201728
0.200704
0.202752
