Striped Warp Reduction,25,3d_27pt,8,8,8,10648,WAXPBY,vanilla_version_RR Norm: 0.187864
0.01536
0.013312
0.014336
0.014336
0.014336
0.014336
0.014336
0.014336
0.013312
0.014336
