Striped Warp Reduction,25,3d_27pt,8,8,8,10648,SPMV,vanilla_version_RR Norm: 0.187864
0.023968
0.016384
0.016384
0.016384
0.016384
0.016384
0.016384
0.016384
0.016384
0.016384
