Striped Warp Reduction,25,3d_27pt,128,128,64,27725560,Dot,vanilla_version_RR Norm: 0.418618
0.041888
0.03584
0.036864
0.03584
0.034816
0.03584
0.03584
0.03584
0.034816
0.034816
