Striped Warp Reduction,25,3d_27pt,32,32,32,830584,SPMV,vanilla_version_RR Norm: 0.238672
0.020224
0.017408
0.017408
0.017408
0.017408
0.017408
0.018432
0.017408
0.017408
0.016384
