Striped Warp Reduction,25,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.238672
38.1974
38.105
38.1109
38.1113
38.1115
38.1096
38.1103
38.1109
38.1111
38.1096
