Striped Box coloring,25,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.471333
33.7428
33.7052
33.7295
33.6989
33.9235
33.7119
33.6668
33.6835
33.6847
33.7022
