Striped Warp Reduction,25,3d_27pt,24,24,24,343000,SymGS,vanilla_version_RR Norm: 0.209858
20.6326
20.6308
20.631
16.0856
16.0294
16.0308
16.0296
16.0296
16.0299
16.0308
