Striped Warp Reduction,25,3d_27pt,64,64,64,6859000,WAXPBY,vanilla_version_RR Norm: 0.341176
0.01856
0.016608
0.020128
0.016896
0.016192
0.017024
0.016672
0.023232
0.021248
0.022144
