Striped Warp Reduction,25,3d_27pt,128,128,128,55742968,SPMV,vanilla_version_RR Norm: 0.473484
0.425536
0.388096
0.387072
0.387072
0.385024
0.388096
0.386048
0.387072
0.386048
0.386048
