Striped Warp Reduction,25,3d_27pt,32,32,32,830584,WAXPBY,vanilla_version_RR Norm: 0.238672
0.021184
0.018656
0.01888
0.01968
0.018144
0.01792
0.01824
0.018784
0.018656
0.018336
