Striped Box coloring,25,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.200786
2.7001
2.69533
2.68762
2.69059
2.68826
2.69098
2.68691
2.69677
2.67962
2.67354
