Striped Warp Reduction,25,3d_27pt,16,16,16,97336,Dot,vanilla_version_RR Norm: 0.186879
0.017792
0.01536
0.01536
0.01536
0.01536
0.01536
0.01536
0.016384
0.01536
0.016384
