Striped Warp Reduction,25,3d_27pt,24,24,24,343000,SPMV,vanilla_version_RR Norm: 0.209858
0.019136
0.016384
0.016384
0.016384
0.017408
0.017408
0.016384
0.016384
0.016384
0.017408
